;;;EXPIRE DATE;PUT/CALL;STRIKE PRICE;CF BID;CF ASK;IMPLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA;Time to maturity;;;;;EXPIRE DATE;PUT/CALL;STRiIKE PRICE;CF BID;CF ASK;IMPiLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA
;;/NDXd1725A6575.U;17/04/2025;C-EU;16575;2207.6;2351.7;689.636;0.9595;0;11.353;-248.286;1.762;2;;;;/NDXp1725A6575.U;17/04/2025;P-EU;16575;0.35;1.35;523.824;-0.0041;0;-0.0057;-21.543;0.1464
;;/NDXd1725A6580.U;17/04/2025;C-EU;16580;2202.7;2346.8;672.476;0.9696;0;11.499;-182.297;10.792;2;;;;/NDXp1725A6580.U;17/04/2025;P-EU;16580;0.35;1.35;522.712;-0.0041;0;-0.0057;-21.538;0.1464
;;/NDXd1725A6590.U;17/04/2025;C-EU;16590;2192.7;2336.8;68.588;0.9661;0;11.458;-203.304;10.798;2;;;;/NDXp1725A6590.U;17/04/2025;P-EU;16590;0.4;1.35;521.862;-0.0043;0;-0.0059;-22.326;0.1464
;;/NDXd1725A6600.U;17/04/2025;C-EU;16600;2189.4;2330.8;68.351;0.966;0;11.463;-203.133;10.801;2;;;;/NDXp1725A6600.U;17/04/2025;P-EU;16600;0.4;1.4;521.698;-0.0043;0;-0.0059;-22.317;0.1465
;;/NDXd1725A6610.U;17/04/2025;C-EU;16610;2179.4;2319.3;68.114;0.9667;0;1.148;-197.879;10.804;2;;;;/NDXp1725A6610.U;17/04/2025;P-EU;16610;0.4;1.4;520.162;-0.0045;0;-0.0061;-22.964;0.3114
;;/NDXd1725A6620.U;17/04/2025;C-EU;16620;2168.5;2312.6;678.379;0.9666;0;11.486;-197.707;10.807;2;;;;/NDXp1725A6620.U;17/04/2025;P-EU;16620;0.45;1.4;519.314;-0.0045;0;-0.0062;-22.938;0.3114
;;/NDXd1725A6625.U;17/04/2025;C-EU;16625;2163.6;2307.7;661.636;0.9676;0;11.504;-190.844;10.807;2;;;;/NDXp1725A6625.U;17/04/2025;P-EU;16625;0.45;1.45;51.889;-0.0045;0;-0.0062;-22.925;0.3115
;;/NDXd1725A6630.U;17/04/2025;C-EU;16630;2152.8;2296.9;660.258;0.9665;0;11.491;-197.536;1.081;2;;;;/NDXp1725A6630.U;17/04/2025;P-EU;16630;0.45;1.45;51.778;-0.0046;0;-0.0064;-23.569;0.3115
;;/NDXd1725A6640.U;17/04/2025;C-EU;16640;2142.8;2286.9;657.504;0.9654;0;11.483;-203.718;10.814;2;;;;/NDXp1725A6640.U;17/04/2025;P-EU;16640;0.45;1.45;516.248;-0.0046;0;-0.0064;-23.544;0.3116
;;/NDXd1725A6650.U;17/04/2025;C-EU;16650;2132.9;2277;670.891;0.9652;0;11.488;-203.547;10.817;2;;;;/NDXp1725A6650.U;17/04/2025;P-EU;16650;0.5;1.45;516.086;-0.0048;0;-0.0066;-24.175;0.3117
;;/NDXd1725A6660.U;17/04/2025;C-EU;16660;2122.9;2267;66.853;0.9651;0;11.494;-203.375;1.082;2;;;;/NDXp1725A6660.U;17/04/2025;P-EU;16660;0.5;1.5;514.556;-0.0048;0;-0.0066;-2.415;0.3118
;;/NDXd1725A6670.U;17/04/2025;C-EU;16670;2118.7;2262.8;650.039;0.9652;0;11.503;-201.639;10.823;2;;;;/NDXp1725A6670.U;17/04/2025;P-EU;16670;0.55;1.5;514.395;-0.005;0;-0.0068;-24.781;0.3119
;;/NDXd1725A6675.U;17/04/2025;C-EU;16675;2114.6;2257.8;665.186;0.9652;0;11.506;-20.113;10.824;2;;;;/NDXp1725A6675.U;17/04/2025;P-EU;16675;0.55;1.5;513.288;-0.0051;0;-0.007;-25.097;0.3119
;;/NDXd1725A6680.U;17/04/2025;C-EU;16680;2102.9;2247;648.078;0.9651;0;11.508;-201.468;10.826;2;;;;/NDXp1725A6680.U;17/04/2025;P-EU;16680;0.55;1.55;512.866;-0.0051;0;-0.007;-25.084;0.312
;;/NDXd1725A6690.U;17/04/2025;C-EU;16690;2093;2237.1;645.332;0.964;0;11.499;-20.765;1.083;2;;;;/NDXp1725A6690.U;17/04/2025;P-EU;16690;0.55;1.55;512.705;-0.0052;0;-0.0072;-25.715;0.3121
;;/NDXd1725A6700.U;17/04/2025;C-EU;16700;2088.8;2232.9;659.098;0.9567;0;11.404;-24.953;17.684;2;;;;/NDXp1725A6700.U;17/04/2025;P-EU;16700;0.6;1.55;511.178;-0.0053;0;-0.0073;-26.018;0.3122
;;/NDXd1725A6710.U;17/04/2025;C-EU;16710;2073;2217.1;656.351;0.9565;0;11.409;-249.173;17.689;2;;;;/NDXp1725A6710.U;17/04/2025;P-EU;16710;0.6;1.6;511.018;-0.0054;0;-0.0074;-26.321;0.3123
;;/NDXd1725A6720.U;17/04/2025;C-EU;16720;2069.3;2212.9;654.391;0.9654;0;11.542;-195.699;10.837;2;;;;/NDXp1725A6720.U;17/04/2025;P-EU;16720;0.65;1.6;509.493;-0.0056;0;-0.0077;-26.952;0.3124
;;/NDXd1725A6725.U;17/04/2025;C-EU;16725;2058.1;2202.2;653.019;0.9632;0;11.515;-208.745;10.841;2;;;;/NDXp1725A6725.U;17/04/2025;P-EU;16725;0.65;1.65;508.389;-0.0056;0;-0.0077;-26.939;0.3124
;;/NDXd1725A6730.U;17/04/2025;C-EU;16730;2058.8;2202.9;635.936;0.9646;0;11.537;-199.764;10.841;2;;;;/NDXp1725A6730.U;17/04/2025;P-EU;16730;0.65;1.65;509.334;-0.0056;0;-0.0077;-26.926;0.3124
;;/NDXd1725A6740.U;17/04/2025;C-EU;16740;2032.1;2189.7;649.297;0.9638;0;11.533;-203.828;10.845;2;;;;/NDXp1725A6740.U;17/04/2025;P-EU;16740;0.7;1.65;50.781;-0.0058;0;-0.0079;-27.558;0.3125
;;/NDXd1725A6750.U;17/04/2025;C-EU;16750;2039.4;2183;646.949;0.9649;0;11.556;-196.032;10.847;2;;;;/NDXp1725A6750.U;17/04/2025;P-EU;16750;0.7;1.7;507.651;-0.0059;0;-0.0081;-28.189;0.3126
;;/NDXd1725A6760.U;17/04/2025;C-EU;16760;2023.1;2167.2;628.512;0.9634;0;11.542;-204.333;10.851;2;;;;/NDXp1725A6760.U;17/04/2025;P-EU;16760;0.75;1.7;506.129;-0.0061;0;-0.0084;-2.882;0.3127
;;/NDXd1725A6770.U;17/04/2025;C-EU;16770;2012.5;2166.4;642.257;0.9547;0;11.427;-251.654;1.772;2;;;;/NDXp1725A6770.U;17/04/2025;P-EU;16770;0.75;1.75;505.881;-0.0062;0;-0.0085;-29.123;0.3128
;;/NDXd1725A6775.U;17/04/2025;C-EU;16775;2014;2158.1;625.197;0.963;0;11.547;-205.346;10.856;2;;;;/NDXp1725A6775.U;17/04/2025;P-EU;16775;0.75;1.75;505.024;-0.0063;0;-0.0086;-29.439;0.3129
;;/NDXd1725A6780.U;17/04/2025;C-EU;16780;2003.3;2147.4;38.266;0.9624;0;11.542;-208.649;10.858;2;;;;/NDXp1725A6780.U;17/04/2025;P-EU;16780;0.8;1.75;50.487;-0.0063;0;-0.0086;-29.426;0.3129
;;/NDXd1725A6790.U;17/04/2025;C-EU;16790;1995.1;2137.6;621.886;0.963;0;11.558;-203.818;10.861;2;;;;/NDXp1725A6790.U;17/04/2025;P-EU;16790;0.8;1.8;502.806;-0.0064;0;-0.0089;-30.057;0.313
;;/NDXd1725A6800.U;17/04/2025;C-EU;16800;1989.6;2133.2;401.194;0.9626;0;1.156;-205.341;10.864;2;;;;/NDXp1725A6800.U;17/04/2025;P-EU;16800;0.85;1.9;501.445;-0.0065;0;-0.0089;-30.032;0.3131
;;/NDXd1725A6810.U;17/04/2025;C-EU;16810;1973.3;2117.4;63.289;0.9543;0;1.145;-248.904;1.774;2;;;;/NDXp1725A6810.U;17/04/2025;P-EU;16810;0.85;1.85;500.085;-0.0068;0;-0.0093;-3.132;0.3132
;;/NDXd1725A6820.U;17/04/2025;C-EU;16820;1970.1;2111.6;630.552;0.9624;0;11.571;-204.575;1.087;2;;;;/NDXp1725A6820.U;17/04/2025;P-EU;16820;0.9;1.9;498.375;-0.0069;0;-0.0094;-31.623;0.3133
;;/NDXd1725A6825.U;17/04/2025;C-EU;16825;1958.3;2102.4;40.432;0.954;0;11.457;-248.698;17.748;2;;;;/NDXp1725A6825.U;17/04/2025;P-EU;16825;0.9;1.9;497.872;-0.007;0;-0.0096;-31.938;0.3134
;;/NDXd1725A6830.U;17/04/2025;C-EU;16830;1954.6;2097.7;628.215;0.9614;0;11.566;-209.063;10.874;2;;;;/NDXp1725A6830.U;17/04/2025;P-EU;16830;0.9;1.9;497.017;-0.007;0;-0.0097;-32.254;0.3134
;;/NDXd1725A6840.U;17/04/2025;C-EU;16840;1949.7;2093.4;609.826;0.9612;0;1.157;-209.315;10.877;2;;;;/NDXp1725A6840.U;17/04/2025;P-EU;16840;0.95;1.95;49.566;-0.0072;0;-0.0099;-32.885;0.3135
;;/NDXd1725A6850.U;17/04/2025;C-EU;16850;1939.8;2083.4;623.547;0.9616;0;11.582;-206.178;1.088;2;;;;/NDXp1725A6850.U;17/04/2025;P-EU;16850;1;2.05;493.954;-0.0074;0;-0.0101;-33.517;0.3136
;;/NDXd1725A6860.U;17/04/2025;C-EU;16860;1929.3;2073.4;295.949;0.9613;0;11.585;-206.854;10.883;2;;;;/NDXp1725A6860.U;17/04/2025;P-EU;16860;1;2;492.248;-0.0073;0;-0.0101;-33.163;0.3137
;;/NDXd1725A6870.U;17/04/2025;C-EU;16870;1919.9;2063.5;344.697;0.9862;0;11.939;-77.067;0.6102;2;;;;/NDXp1725A6870.U;17/04/2025;P-EU;16870;1.05;2.05;490.544;-0.0077;0;-0.0106;-34.779;0.3138
;;/NDXd1725A6875.U;17/04/2025;C-EU;16875;1915.4;2056.4;416.362;0.9611;0;11.594;-206.173;10.887;2;;;;/NDXp1725A6875.U;17/04/2025;P-EU;16875;1.05;2.15;490.743;-0.0078;0;-0.0107;-35.095;0.3139
;;/NDXd1725A6880.U;17/04/2025;C-EU;16880;1903.7;2047.8;358.367;0.9611;0;11.598;-205.664;10.889;2;;;;/NDXp1725A6880.U;17/04/2025;P-EU;16880;1.1;2.15;490.241;-0.0078;0;-0.0107;-34.754;0.3139
;;/NDXd1725A6890.U;17/04/2025;C-EU;16890;1900.3;2043.5;362.766;0.9608;0;1.16;-206.763;10.892;2;;;;/NDXp1725A6890.U;17/04/2025;P-EU;16890;1.1;2.2;488.539;-0.0081;0;-0.0111;-36.042;0.314
;;/NDXd1725A6900.U;17/04/2025;C-EU;16900;1889.5;2031.4;373.966;0.9605;0;11.604;-207.015;10.895;2;;;;/NDXp1725A6900.U;17/04/2025;P-EU;16900;1.15;2.15;486.837;-0.0081;0;-0.0111;-36.016;0.3141
;;/NDXd1725A6910.U;17/04/2025;C-EU;16910;1858.9;2021.5;379.424;0.9602;0;11.606;-208.008;17.782;2;;;;/NDXp1725A6910.U;17/04/2025;P-EU;16910;1.2;2.2;485.837;-0.0084;0;-0.0115;-37.304;0.3142
;;/NDXd1725A6920.U;17/04/2025;C-EU;16920;1870.6;2013.7;38.301;0.9516;0;11.492;-248.937;17.796;2;;;;/NDXp1725A6920.U;17/04/2025;P-EU;16920;1.3;2.3;484.137;-0.0086;0;-0.0119;-38.264;0.3143
;;/NDXd1725A6925.U;17/04/2025;C-EU;16925;1858.9;2003;384.802;0.9599;0;11.613;-207.802;17.789;2;;;;/NDXp1725A6925.U;17/04/2025;P-EU;16925;1.25;2.25;484.337;-0.0087;0;-0.012;-3.858;0.3144
;;/NDXd1725A6930.U;17/04/2025;C-EU;16930;1859.7;2003.8;423.338;0.9597;0;11.614;-207.954;17.792;2;;;;/NDXp1725A6930.U;17/04/2025;P-EU;16930;1.35;2.35;483.138;-0.0087;0;-0.012;-38.567;0.3144
;;/NDXd1725A6940.U;17/04/2025;C-EU;16940;1850.7;1993.8;387.263;0.9587;0;11.607;-21.156;17.798;2;;;;/NDXp1725A6940.U;17/04/2025;P-EU;16940;1.3;2.4;48.214;-0.009;0;-0.0124;-39.527;0.3145
;;/NDXd1725A6950.U;17/04/2025;C-EU;16950;1840.8;1982.6;421.488;0.989;0;12.036;-63.048;0.6118;2;;;;/NDXp1725A6950.U;17/04/2025;P-EU;16950;1.35;2.45;481.142;-0.0092;0;-0.0126;-40.158;0.3146
;;/NDXd1725A6960.U;17/04/2025;C-EU;16960;1825.6;1968.4;421.925;0.9872;0;12.018;-70.948;0.6122;2;;;;/NDXp1725A6960.U;17/04/2025;P-EU;16960;1.4;2.4;480.145;-0.0094;0;-0.0129;-41.118;0.3147
;;/NDXd1725A6970.U;17/04/2025;C-EU;16970;1819.9;1964;397.976;0.9852;0;11.997;-79.912;0.6127;2;;;;/NDXp1725A6970.U;17/04/2025;P-EU;16970;1.5;2.5;479.149;-0.0096;0;-0.0133;-42.077;0.3148
;;/NDXd1725A6975.U;17/04/2025;C-EU;16975;1809.2;1952;402.146;0.9892;0;12.057;-61.765;0.6121;2;;;;/NDXp1725A6975.U;17/04/2025;P-EU;16975;1.45;2.55;477.953;-0.0097;0;-0.0134;-42.393;0.3149
;;/NDXd1725A6980.U;17/04/2025;C-EU;16980;1788.5;1951.8;401.006;0.9889;0;12.056;-62.786;0.6122;2;;;;/NDXp1725A6980.U;17/04/2025;P-EU;16980;1.55;2.55;478.852;-0.0098;0;-0.0134;-4.238;0.3149
;;/NDXd1725A6990.U;17/04/2025;C-EU;16990;1794.3;1938.4;402.815;0.9815;0;11.961;-96.777;0.6135;2;;;;/NDXp1725A6990.U;17/04/2025;P-EU;16990;1.6;2.6;477.159;-0.0101;0;-0.0138;-43.511;0.6115
;;/NDXd1725A7000.U;17/04/2025;C-EU;17000;1790.4;1934.1;426.388;0.9863;0;12.034;-73.793;0.6129;2;;;;/NDXp1725A7000.U;17/04/2025;P-EU;17000;1.65;2.65;476.165;-0.0067;0;-0.0093;-2.903;0.3152
;;/NDXd1725A7010.U;17/04/2025;C-EU;17010;1780.5;1924.2;426.826;0.9862;0;1.204;-73.706;0.6131;2;;;;/NDXp1725A7010.U;17/04/2025;P-EU;17010;1.7;2.7;475.171;-0.0106;0;-0.0145;-44.977;0.6119
;;/NDXd1725A7020.U;17/04/2025;C-EU;17020;1771;1914.2;427.261;0.984;0;12.018;-83.203;0.6136;2;;;;/NDXp1725A7020.U;17/04/2025;P-EU;17020;1.75;2.75;474.179;-0.0107;0;-0.0148;-45.444;0.6121
;;/NDXd1725A7025.U;17/04/2025;C-EU;17025;1765.6;1909.3;427.478;0.9859;0;12.047;-7.464;0.6133;2;;;;/NDXp1725A7025.U;17/04/2025;P-EU;17025;1.7;2.75;473.683;-0.0108;0;-0.0149;-45.677;0.6122
;;/NDXd1725A7030.U;17/04/2025;C-EU;17030;1754.5;1898.6;405.954;0.9811;0;11.984;-9.696;0.6141;2;;;;/NDXp1725A7030.U;17/04/2025;P-EU;17030;1.8;2.8;473.187;-0.0072;0;-0.0099;-30.596;0.3155
;;/NDXd1725A7040.U;17/04/2025;C-EU;17040;1750.3;1891.9;406.397;0.9915;0;12.135;-49.736;0.3155;2;;;;/NDXp1725A7040.U;17/04/2025;P-EU;17040;1.85;2.85;472.195;-0.0111;0;-0.0153;-46.377;0.6124
;;/NDXd1725A7050.U;17/04/2025;C-EU;17050;1734.6;1878.7;408.199;0.9806;0;11.992;-98.382;0.6145;2;;;;/NDXp1725A7050.U;17/04/2025;P-EU;17050;1.9;2.9;471.901;-0.0116;0;-0.0159;-47.909;0.6126
;;/NDXd1725A7060.U;17/04/2025;C-EU;17060;1724.7;1868.8;409.999;0.9804;0;11.996;-98.827;0.6147;2;;;;/NDXp1725A7060.U;17/04/2025;P-EU;17060;1.95;2.95;470.911;-0.0117;0;-0.0161;-48.375;0.6128
;;/NDXd1725A7070.U;17/04/2025;C-EU;17070;1712;1867.7;41.044;0.9876;0;12.103;-65.727;0.6137;2;;;;/NDXp1725A7070.U;17/04/2025;P-EU;17070;2;3;470.618;-0.008;0;-0.0111;-33.797;0.316
;;/NDXd1725A7075.U;17/04/2025;C-EU;17075;1715.5;1859.1;429.902;0.9791;0;11.988;-104.911;10.935;2;;;;/NDXp1725A7075.U;17/04/2025;P-EU;17075;2.05;3.1;472.212;-0.0081;0;-0.0112;-34.113;0.3161
;;/NDXd1725A7080.U;17/04/2025;C-EU;17080;1710.5;1854.6;430.081;0.9885;0;12.122;-61.912;0.6137;2;;;;/NDXp1725A7080.U;17/04/2025;P-EU;17080;2.05;3.1;470.325;-0.0082;0;-0.0113;-34.428;0.3161
;;/NDXd1725A7090.U;17/04/2025;C-EU;17090;1694.9;1839;412.676;0.9929;0;1.219;-43.535;0.316;2;;;;/NDXp1725A7090.U;17/04/2025;P-EU;17090;2.15;3.1;469.336;-0.0084;0;-0.0116;-3.506;0.3162
;;/NDXd1725A7100.U;17/04/2025;C-EU;17100;1691.4;1834.2;428.706;0.9774;0;11.982;-112.637;10.957;2;;;;/NDXp1725A7100.U;17/04/2025;P-EU;17100;2.2;3.2;469.044;-0.0086;0;-0.0118;-35.691;0.3163
;;/NDXd1725A7110.U;17/04/2025;C-EU;17110;1681.5;1824.8;416.264;0.9832;0;1.207;-85.239;0.6157;2;;;;/NDXp1725A7110.U;17/04/2025;P-EU;17110;2.25;3.3;468.752;-0.0088;0;-0.0121;-36.322;0.3164
;;/NDXd1725A7120.U;17/04/2025;C-EU;17120;1671.2;1814.9;427.333;0.9753;0;11.967;-120.342;10.965;2;;;;/NDXp1725A7120.U;17/04/2025;P-EU;17120;2.3;3.3;46.846;-0.009;0;-0.0124;-37.282;0.3166
;;/NDXd1725A7125.U;17/04/2025;C-EU;17125;1662.7;1804;416.361;0.9914;0;12.195;-49.254;0.3165;2;;;;/NDXp1725A7125.U;17/04/2025;P-EU;17125;2.35;3.4;467.967;-0.009;0;-0.0125;-37.269;0.3166
;;/NDXd1725A7130.U;17/04/2025;C-EU;17130;1660.8;1804.9;415.845;0.9693;0;1.189;-146.858;10.976;2;;;;/NDXp1725A7130.U;17/04/2025;P-EU;17130;2.35;3.4;467.474;-0.0094;0;-0.013;-38.899;0.3167
;;/NDXd1725A7140.U;17/04/2025;C-EU;17140;1651.7;1795;415.512;0.9849;0;12.115;-76.457;0.6159;2;;;;/NDXp1725A7140.U;17/04/2025;P-EU;17140;2.45;3.5;467.182;-0.0095;0;-0.0132;-39.201;0.3168
;;/NDXd1725A7150.U;17/04/2025;C-EU;17150;1635.2;1779.3;427.018;0.993;0;12.235;-41.891;0.3164;2;;;;/NDXp1725A7150.U;17/04/2025;P-EU;17150;2.5;3.5;466.227;-0.0097;0;-0.0133;-39.504;0.3169
;;/NDXd1725A7160.U;17/04/2025;C-EU;17160;1625.4;1769.5;414.847;0.995;0;1.227;-33.953;0.3161;2;;;;/NDXp1725A7160.U;17/04/2025;P-EU;17160;2.6;3.6;464.771;-0.0097;0;-0.0134;-39.479;0.3169
;;/NDXd1725A7170.U;17/04/2025;C-EU;17170;1615.3;1759.4;415.211;0.991;0;12.221;-5.032;0.3169;2;;;;/NDXp1725A7170.U;17/04/2025;P-EU;17170;2.7;3.7;464.877;-0.01;0;-0.0137;-4.041;0.6155
;;/NDXd1725A7175.U;17/04/2025;C-EU;17175;1617.1;1759.4;426.524;0.9764;0;12.023;-112.196;10.978;2;;;;/NDXp1725A7175.U;17/04/2025;P-EU;17175;2.7;3.7;464.345;-0.0101;0;-0.014;-40.909;0.6156
;;/NDXd1725A7180.U;17/04/2025;C-EU;17180;1605.5;1749.6;415.575;0.9944;0;12.276;-35.814;0.3163;2;;;;/NDXp1725A7180.U;17/04/2025;P-EU;17180;2.7;3.8;463.423;-0.0104;0;-0.0143;-41.675;0.6157
;;/NDXd1725A7190.U;17/04/2025;C-EU;17190;1595.6;1739.7;415.243;0.9903;0;12.226;-52.838;0.3171;2;;;;/NDXp1725A7190.U;17/04/2025;P-EU;17190;2.85;3.8;460.799;-0.0105;0;-0.0145;-41.876;0.6158
;;/NDXd1725A7200.U;17/04/2025;C-EU;17200;1587.2;1731.3;426.724;0.9918;0;12.254;-46.214;0.3169;2;;;;/NDXp1725A7200.U;17/04/2025;P-EU;17200;2.9;3.9;459.347;-0.0108;0;-0.0149;-42.875;0.616
;;/NDXd1725A7210.U;17/04/2025;C-EU;17210;1581.5;1725.6;415.969;0.9612;0;11.835;-179.374;11.009;2;;;;/NDXp1725A7210.U;17/04/2025;P-EU;17210;3;4;459.844;-0.0109;0;-0.0151;-43.075;0.6162
;;/NDXd1725A7220.U;17/04/2025;C-EU;17220;1567.4;1710.2;415.637;0.9617;0;11.849;-175.814;11.011;2;;;;/NDXp1725A7220.U;17/04/2025;P-EU;17220;3;4.1;459.173;-0.0113;0;-0.0156;-44.074;0.6164
;;/NDXd1725A7225.U;17/04/2025;C-EU;17225;1567.1;1710.7;415.819;0.9667;0;11.923;-151.158;11.005;2;;;;/NDXp1725A7225.U;17/04/2025;P-EU;17225;3;4.1;458.643;-0.0113;0;-0.0156;-44.041;0.6164
;;/NDXd1725A7230.U;17/04/2025;C-EU;17230;1555.8;1699.9;41.6;0.9908;0;12.261;-4.999;0.3173;2;;;;/NDXp1725A7230.U;17/04/2025;P-EU;17230;3.1;4.2;458.112;-0.0114;0;-0.0157;-44.275;0.6165
;;/NDXd1725A7240.U;17/04/2025;C-EU;17240;1543.2;1695.4;416.362;0.9926;0;12.294;-42.053;0.317;2;;;;/NDXp1725A7240.U;17/04/2025;P-EU;17240;3.2;4.3;456.274;-0.0119;0;-0.0164;-45.806;0.6167
;;/NDXd1725A7250.U;17/04/2025;C-EU;17250;1537.7;1680.5;428.515;0.9864;0;12.215;-66.444;0.6172;2;;;;/NDXp1725A7250.U;17/04/2025;P-EU;17250;3.3;4.3;455.215;-0.012;0;-0.0166;-46.007;0.6169
;;/NDXd1725A7260.U;17/04/2025;C-EU;17260;1532.6;1676.1;417.087;0.9605;0;11.862;-177.669;11.023;2;;;;/NDXp1725A7260.U;17/04/2025;P-EU;17260;3.4;4.4;453.767;-0.0123;0;-0.0169;-4.674;0.6171
;;/NDXd1725A7270.U;17/04/2025;C-EU;17270;1507.7;1669.2;429.191;0.9857;0;1.222;-68.399;0.6175;2;;;;/NDXp1725A7270.U;17/04/2025;P-EU;17270;3.4;4.5;452.321;-0.0127;0;-0.0175;-47.689;0.6171
;;/NDXd1725A7275.U;17/04/2025;C-EU;17275;1511.4;1655.5;429.039;0.9841;0;12.201;-74.745;0.6179;2;;;;/NDXp1725A7275.U;17/04/2025;P-EU;17275;3.5;4.6;451.793;-0.0128;0;-0.0177;-48.238;0.6174
;;/NDXd1725A7280.U;17/04/2025;C-EU;17280;1506.5;1650.6;428.497;0.9886;0;12.268;-57.129;0.6172;2;;;;/NDXp1725A7280.U;17/04/2025;P-EU;17280;3.5;4.6;451.265;-0.013;0;-0.0179;-48.738;0.6175
;;/NDXd1725A7290.U;17/04/2025;C-EU;17290;1502.2;1646.3;427.804;0.9726;0;12.053;-120.388;11.014;2;;;;/NDXp1725A7290.U;17/04/2025;P-EU;17290;3.6;4.7;450.598;-0.0133;0;-0.0184;-49.737;0.6176
;;/NDXd1725A7300.U;17/04/2025;C-EU;17300;1492.3;1636.4;426.723;0.9888;0;12.285;-55.889;0.6174;2;;;;/NDXp1725A7300.U;17/04/2025;P-EU;17300;3.7;4.8;450.709;-0.0136;0;-0.0187;-50.204;0.6178
;;/NDXd1725A7310.U;17/04/2025;C-EU;17310;1483.3;1626.6;426.031;0.9715;0;12.052;-123.434;1.102;2;;;;/NDXp1725A7310.U;17/04/2025;P-EU;17310;3.8;4.9;449.266;-0.0138;0;-0.019;-5.067;0.618
;;/NDXd1725A7320.U;17/04/2025;C-EU;17320;1472.6;1616.7;418.725;0.957;0;11.856;-185.394;18.017;2;;;;/NDXp1725A7320.U;17/04/2025;P-EU;17320;3.9;5;448.212;-0.0141;0;-0.0195;-51.669;0.6182
;;/NDXd1725A7325.U;17/04/2025;C-EU;17325;1468.3;1611.2;42.48;0.9722;0;12.072;-119.787;11.023;2;;;;/NDXp1725A7325.U;17/04/2025;P-EU;17325;4;5.1;447.297;-0.0144;0;-0.0199;-52.701;0.6183
;;/NDXd1725A7330.U;17/04/2025;C-EU;17330;1457;1601.1;418.037;0.9838;0;12.237;-73.732;0.6187;2;;;;/NDXp1725A7330.U;17/04/2025;P-EU;17330;4;5.1;448.324;-0.0145;0;-0.02;-52.669;0.6184
;;/NDXd1725A7340.U;17/04/2025;C-EU;17340;1447;1591.1;417.349;0.9746;0;12.117;-109.362;11.023;2;;;;/NDXp1725A7340.U;17/04/2025;P-EU;17340;4.2;5.2;446.883;-0.0148;0;-0.0204;-53.668;0.6186
;;/NDXd1725A7350.U;17/04/2025;C-EU;17350;1439.7;1581.3;41.705;0.9893;0;12.328;-5.279;0.6179;2;;;;/NDXp1725A7350.U;17/04/2025;P-EU;17350;4.3;5.3;446.607;-0.0152;0;-0.0209;-54.667;0.6188
;;/NDXd1725A7360.U;17/04/2025;C-EU;17360;1428.8;1571.7;418.694;0.9631;0;11.971;-155.194;11.046;2;;;;/NDXp1725A7360.U;17/04/2025;P-EU;17360;4.4;5.5;445.943;-0.0156;0;-0.0214;-55.666;0.619
;;/NDXd1725A7370.U;17/04/2025;C-EU;17370;1417.5;1561.6;418.395;0.9886;0;12.333;-54.745;0.6183;2;;;;/NDXp1725A7370.U;17/04/2025;P-EU;17370;4.5;5.6;445.668;-0.0158;0;-0.0217;-56.133;0.6191
;;/NDXd1725A7375.U;17/04/2025;C-EU;17375;1418.2;1559.8;417.858;0.9678;0;12.047;-133.755;11.043;2;;;;/NDXp1725A7375.U;17/04/2025;P-EU;17375;4.5;5.6;445.531;-0.0161;0;-0.0222;-57.165;0.6192
;;/NDXd1725A7380.U;17/04/2025;C-EU;17380;1413.3;1557.2;418.097;0.9614;0;11.962;-160.782;11.054;2;;;;/NDXp1725A7380.U;17/04/2025;P-EU;17380;4.6;5.7;445.006;-0.0161;0;-0.0223;-57.132;0.6193
;;/NDXd1725A7390.U;17/04/2025;C-EU;17390;1386.9;1550.5;421.679;0.9731;0;12.131;-111.892;11.038;2;;;;/NDXp1725A7390.U;17/04/2025;P-EU;17390;4.7;5.8;444.731;-0.0164;0;-0.0226;-57.598;0.6195
;;/NDXd1725A7400.U;17/04/2025;C-EU;17400;1394.4;1537.6;417.112;0.9777;0;12.202;-94.775;11.032;2;;;;/NDXp1725A7400.U;17/04/2025;P-EU;17400;4.8;5.9;444.456;-0.017;0;-0.0235;-59.662;0.6197
;;/NDXd1725A7410.U;17/04/2025;C-EU;17410;1384.5;1527.8;416.814;0.9658;0;12.045;-138.661;11.054;2;;;;/NDXp1725A7410.U;17/04/2025;P-EU;17410;5;6.1;443.795;-0.0174;0;-0.024;-60.662;0.6199
;;/NDXd1725A7420.U;17/04/2025;C-EU;17420;1365.2;1520.9;416.516;0.9804;0;12.254;-83.594;0.6205;2;;;;/NDXp1725A7420.U;17/04/2025;P-EU;17420;5.1;6.2;443.908;-0.0178;0;-0.0245;-61.661;0.6201
;;/NDXd1725A7425.U;17/04/2025;C-EU;17425;1363.2;1507.3;416.367;0.9864;0;12.342;-60.654;0.6194;2;;;;/NDXp1725A7425.U;17/04/2025;P-EU;17425;5.2;6.3;443.771;-0.0178;0;-0.0246;-61.628;0.6202
;;/NDXd1725A7430.U;17/04/2025;C-EU;17430;1358.3;1502.4;416.606;0.9864;0;12.345;-6.061;0.6194;2;;;;/NDXp1725A7430.U;17/04/2025;P-EU;17430;5.2;6.3;444.021;-0.0183;0;-0.0252;-63.192;0.6203
